CustomerID,Age,Gender,City,Education,IncomeBracket,AnnualSpend,MembershipTier,TenureMonths,TotalOrders
C2078,20,Male,Mumbai,Master's,<25k,2828.64,Basic,19,1
C2079,27,Female,Pune,High School,50k-100k,25856.18,Basic,20,5
C2080,18,Female,Delhi,Bachelor's,<25k,2267.53,Basic,53,1
C2081,46,Female,Kolkata,Bachelor's,25k-50k,9075.23,Gold,3,2
C2082,34,Female,Delhi,PhD,50k-100k,19839.08,Silver,58,10
C2083,43,Female,Kolkata,Bachelor's,50k-100k,24164.34,Platinum,11,6
C2084,28,Male,Ahmedabad,Bachelor's,<25k,2825.78,Basic,6,1
C2085,38,Male,Mumbai,Bachelor's,100k-200k,15191.56,Silver,26,3
C2086,31,Female,Ahmedabad,High School,50k-100k,21040.19,Basic,7,5
C2087,35,Female,Mumbai,Bachelor's,25k-50k,8380.38,Platinum,5,1
C2088,18,Female,Delhi,High School,25k-50k,9590.2,Gold,18,1
C2089,25,Female,Delhi,High School,50k-100k,17958.18,Gold,39,3
C2090,28,Male,Mumbai,Master's,<25k,3769.93,Silver,17,1
C2091,18,Male,Bangalore,Bachelor's,25k-50k,3476.39,Gold,21,1
C2092,36,Female,Bangalore,Master's,25k-50k,11030.86,Platinum,5,3
C2093,44,Female,Chennai,Bachelor's,<25k,2317.97,Basic,7,1
C2094,35,Male,Mumbai,Bachelor's,200k+,70669.73,Basic,4,14
C2095,33,Female,Kolkata,Bachelor's,50k-100k,14024.3,Platinum,24,7
C2096,26,Female,Mumbai,Master's,<25k,2909.49,Silver,53,2
C2097,29,Male,Pune,Bachelor's,100k-200k,17336.36,Basic,16,7
C2098,18,Other,Bangalore,Master's,25k-50k,9160.69,Platinum,43,1
C2099,28,Male,Chennai,Master's,50k-100k,21723.3,Gold,4,2
C2100,25,Female,Bangalore,High School,25k-50k,6883.56,Basic,36,1
C2101,41,Female,Ahmedabad,Bachelor's,25k-50k,6829.44,Basic,51,1
C2102,40,Male,Bangalore,High School,25k-50k,7166.85,Platinum,13,3
C2103,46,Male,Bangalore,Master's,50k-100k,16242.0,Silver,8,2
C2104,40,Male,Chennai,Bachelor's,50k-100k,12044.14,Basic,34,3
C2105,38,Female,Chennai,Bachelor's,100k-200k,15541.79,Silver,5,1
C2106,25,Female,Chennai,High School,50k-100k,25019.63,Gold,29,2
C2107,27,Male,Bangalore,Bachelor's,25k-50k,7565.96,Platinum,50,2
C2108,22,Female,Chennai,Bachelor's,25k-50k,7807.16,Silver,35,1
C2109,18,Female,Delhi,Bachelor's,25k-50k,11439.52,Basic,28,2
C2110,27,Female,Bangalore,Master's,100k-200k,35609.62,Basic,29,9
C2111,38,Female,Bangalore,Bachelor's,50k-100k,14490.21,Gold,47,2
C2112,58,Female,Mumbai,Master's,50k-100k,9656.2,Gold,5,2
C2113,37,Male,Bangalore,Bachelor's,25k-50k,12403.91,Silver,14,4
C2114,44,Female,Hyderabad,Master's,200k+,37230.88,Platinum,27,9
C2115,38,Female,Delhi,High School,100k-200k,33286.62,Gold,50,7
C2116,22,Male,Bangalore,Bachelor's,50k-100k,22151.29,Silver,36,9
C2117,32,Other,Pune,Master's,50k-100k,17662.16,Gold,30,5
C2118,39,Male,Delhi,High School,25k-50k,9160.87,Silver,26,2
C2119,23,Male,Ahmedabad,Bachelor's,50k-100k,16514.05,Silver,12,2
C2120,38,Other,Bangalore,Bachelor's,<25k,2652.27,Basic,48,1
C2121,29,Male,Pune,High School,<25k,2360.61,Gold,37,1
C2122,57,Female,Delhi,High School,100k-200k,39144.76,Basic,54,14
C2123,33,Female,Delhi,High School,<25k,2810.35,Gold,16,1
C2124,18,Female,Delhi,Bachelor's,25k-50k,9013.78,Basic,34,1
C2125,38,Female,Kolkata,Bachelor's,50k-100k,17500.85,Silver,31,4
C2126,24,Female,Mumbai,PhD,100k-200k,30012.56,Basic,14,7
C2127,39,Female,Chennai,High School,50k-100k,26626.18,Platinum,43,1
C2128,27,Male,Pune,Master's,25k-50k,7770.61,Silver,2,1
C2129,31,Female,Pune,High School,100k-200k,23719.05,Platinum,19,10
C2130,35,Female,Mumbai,High School,50k-100k,21706.71,Silver,4,3
C2131,18,Female,Delhi,High School,25k-50k,7636.72,Gold,42,1
C2132,22,Female,Delhi,Bachelor's,100k-200k,30411.19,Gold,29,4
C2133,18,Female,Delhi,Bachelor's,25k-50k,7891.35,Gold,13,1
C2134,32,Female,Mumbai,PhD,25k-50k,8526.47,Basic,47,1
C2135,31,Female,Mumbai,High School,50k-100k,18613.6,Silver,38,8
C2136,49,Male,Mumbai,Bachelor's,200k+,64328.58,Silver,52,20
C2137,38,Female,Hyderabad,Bachelor's,25k-50k,1041.64,Basic,51,1
C2138,46,Female,Hyderabad,Master's,25k-50k,7565.62,Basic,17,2
C2139,31,Female,Hyderabad,Master's,50k-100k,20070.8,Gold,28,5
C2140,31,Male,Delhi,Master's,50k-100k,14132.69,Gold,37,3
C2141,38,Female,Delhi,Master's,25k-50k,8321.1,Basic,50,3
C2142,32,Female,Delhi,Master's,25k-50k,8278.13,Basic,52,5
C2143,40,Male,Pune,Bachelor's,100k-200k,33281.9,Gold,36,8
C2144,39,Male,Bangalore,High School,25k-50k,9359.24,Platinum,27,1
C2145,51,Male,Hyderabad,Bachelor's,100k-200k,42362.77,Gold,59,12
C2146,34,Other,Kolkata,Bachelor's,50k-100k,11051.67,Gold,51,5
C2147,40,Female,Kolkata,Bachelor's,50k-100k,13662.86,Basic,27,6
C2148,28,Female,Bangalore,Bachelor's,25k-50k,5202.88,Platinum,14,1
C2149,51,Male,Chennai,Master's,50k-100k,16323.01,Basic,59,4
C2150,19,Female,Mumbai,Bachelor's,100k-200k,24533.54,Gold,38,10
C2151,25,Female,Mumbai,Master's,<25k,2511.37,Basic,1,1
C2152,43,Female,Ahmedabad,Bachelor's,200k+,65002.48,Silver,30,15
C2153,29,Male,Ahmedabad,Bachelor's,100k-200k,24482.46,Silver,36,8
C2154,38,Male,Delhi,Master's,100k-200k,36469.1,Silver,33,15
C2155,37,Male,Pune,Master's,200k+,90823.08,Basic,17,25
C2156,50,Female,Chennai,Bachelor's,100k-200k,21596.7,Basic,38,5
C2157,45,Male,Delhi,High School,100k-200k,34770.49,Silver,57,8
C2158,47,Male,Delhi,High School,<25k,3449.26,Platinum,35,2
C2159,48,Female,Hyderabad,Master's,50k-100k,23657.74,Basic,29,7
C2160,26,Male,Ahmedabad,Bachelor's,50k-100k,13038.86,Silver,5,2
C2161,47,Male,Delhi,Bachelor's,200k+,64282.53,Basic,26,15
C2162,39,Female,Pune,High School,50k-100k,16675.4,Silver,54,7
C2163,36,Female,Pune,Bachelor's,25k-50k,11519.37,Basic,15,5
C2164,24,Female,Hyderabad,Bachelor's,25k-50k,12817.94,Silver,43,6
C2165,23,Female,Chennai,Bachelor's,25k-50k,10344.88,Silver,34,2
C2166,35,Male,Kolkata,High School,25k-50k,9373.27,Basic,23,4
C2167,22,Female,Mumbai,High School,50k-100k,22198.5,Gold,47,4
C2168,45,Female,Bangalore,High School,50k-100k,13791.08,Silver,20,3
C2169,35,Male,Mumbai,Bachelor's,25k-50k,8321.63,Platinum,58,1
C2170,20,Female,Bangalore,High School,25k-50k,3553.6,Platinum,5,1
C2171,18,Male,Pune,PhD,50k-100k,14556.45,Basic,14,1
C2172,39,Female,Ahmedabad,Master's,50k-100k,11183.04,Basic,14,3
C2173,66,Male,Kolkata,Bachelor's,100k-200k,51108.14,Platinum,19,14
C2174,23,Male,Hyderabad,Master's,50k-100k,14726.16,Basic,24,4
C2175,40,Male,Chennai,Master's,50k-100k,5826.78,Basic,53,1
C2176,37,Female,Kolkata,Bachelor's,25k-50k,7405.02,Basic,12,2
C2177,33,Male,Mumbai,High School,<25k,3284.59,Gold,20,1
C2178,49,Female,Bangalore,Master's,100k-200k,36437.03,Silver,9,16
C2179,48,Male,Ahmedabad,High School,50k-100k,18085.45,Basic,54,3
C2180,32,Male,Chennai,Bachelor's,200k+,51826.03,Basic,21,18
C2181,32,Male,Ahmedabad,PhD,<25k,4524.81,Silver,33,2
C2182,32,Female,Delhi,Master's,25k-50k,7450.5,Basic,42,3
C2183,52,Female,Chennai,Bachelor's,50k-100k,20005.55,Basic,57,11
C2184,44,Female,Hyderabad,Bachelor's,25k-50k,11840.86,Silver,47,3
C2185,33,Other,Chennai,High School,50k-100k,14874.61,Basic,40,2
C2186,26,Male,Pune,Master's,25k-50k,11227.64,Silver,33,1
C2187,28,Female,Chennai,Bachelor's,25k-50k,10666.99,Basic,35,4
C2188,31,Female,Mumbai,Bachelor's,50k-100k,17444.76,Basic,46,4
C2189,36,Male,Bangalore,Master's,50k-100k,18051.66,Silver,46,3
C2190,35,Male,Pune,Bachelor's,25k-50k,6367.84,Basic,25,4
C2191,23,Male,Bangalore,High School,25k-50k,6419.54,Gold,7,1
C2192,43,Male,Delhi,High School,<25k,3357.56,Basic,6,1
C2193,40,Male,Kolkata,Bachelor's,50k-100k,21529.64,Gold,46,6
C2194,37,Female,Bangalore,Bachelor's,25k-50k,5886.07,Basic,42,2
C2195,29,Female,Ahmedabad,Bachelor's,25k-50k,8194.75,Gold,6,3
C2196,32,Male,Chennai,Bachelor's,50k-100k,24362.13,Silver,43,6
C2197,51,Female,Kolkata,Bachelor's,50k-100k,14252.46,Basic,31,4
C2198,28,Male,Ahmedabad,Master's,25k-50k,6852.22,Basic,56,1
C2199,27,Female,Mumbai,PhD,25k-50k,9774.6,Platinum,42,1
C2200,39,Male,Mumbai,Bachelor's,50k-100k,16493.34,Silver,53,1
C2201,31,Male,Delhi,Bachelor's,<25k,3285.84,Silver,23,1
C2202,31,Female,Delhi,Bachelor's,100k-200k,49039.61,Silver,48,13
C2203,27,Female,Bangalore,Master's,25k-50k,10978.38,Basic,5,3
C2204,33,Female,Kolkata,Master's,100k-200k,47647.67,Basic,55,9
C2205,18,Female,Pune,Master's,25k-50k,5521.66,Silver,56,1
C2206,47,Female,Delhi,Bachelor's,50k-100k,18114.48,Silver,2,7
C2207,35,Female,Ahmedabad,Bachelor's,25k-50k,6238.72,Platinum,20,2
C2208,46,Female,Ahmedabad,High School,100k-200k,53689.57,Gold,14,16
C2209,34,Female,Bangalore,Bachelor's,50k-100k,12389.5,Gold,9,3
C2210,36,Male,Hyderabad,Bachelor's,25k-50k,10066.51,Basic,35,1
C2211,30,Female,Chennai,Master's,50k-100k,14529.19,Silver,27,7
C2212,48,Female,Hyderabad,High School,50k-100k,25007.94,Basic,16,1
C2213,36,Male,Pune,High School,50k-100k,14659.62,Silver,29,3
C2214,34,Female,Bangalore,Bachelor's,50k-100k,19202.56,Silver,4,8
C2215,27,Male,Mumbai,PhD,100k-200k,35918.85,Basic,57,9
C2216,47,Male,Kolkata,High School,25k-50k,6344.81,Silver,32,1
C2217,18,Male,Hyderabad,Master's,25k-50k,6601.25,Gold,55,1
C2218,29,Male,Kolkata,High School,25k-50k,4712.72,Basic,44,1
C2219,37,Female,Ahmedabad,Bachelor's,25k-50k,7247.04,Silver,5,1
C2220,40,Female,Pune,Bachelor's,50k-100k,27517.68,Basic,9,7
C2221,51,Male,Pune,Master's,200k+,21506.63,Basic,13,4
C2222,40,Other,Kolkata,Master's,50k-100k,16209.89,Silver,53,5
C2223,24,Male,Bangalore,Bachelor's,25k-50k,8569.62,Gold,30,1
C2224,36,Male,Delhi,Master's,50k-100k,17986.65,Gold,1,5
C2225,39,Male,Bangalore,Bachelor's,<25k,1867.78,Silver,44,1
C2226,48,Female,Mumbai,Bachelor's,50k-100k,10926.21,Silver,29,3
C2227,30,Male,Mumbai,Master's,25k-50k,7724.5,Gold,46,1
C2228,45,Male,Pune,Bachelor's,50k-100k,18915.37,Silver,14,5
C2229,26,Male,Mumbai,Master's,50k-100k,8348.22,Basic,23,3
C2230,56,Female,Pune,Bachelor's,100k-200k,28676.6,Gold,19,4
C2231,21,Male,Chennai,Bachelor's,50k-100k,9884.95,Gold,16,5
C2232,31,Female,Pune,Master's,50k-100k,19557.91,Basic,59,4
C2233,45,Male,Bangalore,Master's,25k-50k,8162.37,Basic,6,1
C2234,24,Male,Delhi,Bachelor's,25k-50k,12658.55,Basic,27,5
C2235,42,Female,Kolkata,High School,100k-200k,19016.15,Gold,35,1
C2236,37,Male,Chennai,Bachelor's,50k-100k,10962.04,Basic,45,1
C2237,37,Female,Mumbai,High School,25k-50k,6485.47,Basic,32,2
C2238,24,Female,Pune,Bachelor's,100k-200k,37641.62,Basic,59,11
C2239,30,Female,Ahmedabad,PhD,100k-200k,31064.4,Gold,51,12
C2240,18,Male,Bangalore,Bachelor's,50k-100k,14626.22,Basic,46,4
C2241,45,Other,Chennai,High School,25k-50k,4964.5,Gold,32,2
C2242,18,Female,Hyderabad,Bachelor's,50k-100k,23898.43,Basic,52,9
C2243,23,Male,Mumbai,Bachelor's,25k-50k,11443.92,Gold,26,3
C2244,50,Male,Kolkata,High School,100k-200k,25772.83,Basic,2,8
C2245,27,Male,Hyderabad,Master's,25k-50k,9027.43,Silver,22,2
C2246,37,Male,Bangalore,Master's,100k-200k,14777.94,Basic,26,3
C2247,38,Male,Pune,Master's,50k-100k,19410.48,Basic,9,4
C2248,52,Male,Chennai,Bachelor's,100k-200k,42897.03,Gold,55,10
C2249,35,Female,Delhi,Master's,25k-50k,9450.52,Basic,28,2
C2250,34,Male,Kolkata,Master's,50k-100k,11430.56,Basic,52,4
C2251,30,Female,Bangalore,Master's,50k-100k,11319.58,Platinum,14,1
C2252,39,Male,Bangalore,Bachelor's,25k-50k,4375.52,Basic,4,1
C2253,48,Female,Mumbai,Bachelor's,50k-100k,13998.49,Basic,20,3
C2254,18,Male,Bangalore,Bachelor's,<25k,3836.63,Silver,8,1
C2255,40,Female,Mumbai,Master's,100k-200k,26253.0,Basic,6,4
C2256,36,Female,Chennai,Master's,100k-200k,23954.87,Platinum,29,6
C2257,49,Male,Pune,Bachelor's,50k-100k,25004.81,Basic,51,5
C2258,24,Male,Mumbai,Bachelor's,25k-50k,11407.51,Basic,45,5
C2259,27,Female,Ahmedabad,Master's,50k-100k,8951.16,Silver,36,1
C2260,37,Other,Hyderabad,Bachelor's,50k-100k,7746.61,Silver,6,1
C2261,35,Male,Hyderabad,Bachelor's,50k-100k,20599.81,Basic,46,6
C2262,33,Female,Kolkata,Bachelor's,25k-50k,9274.22,Basic,53,3
C2263,45,Male,Kolkata,Bachelor's,100k-200k,29483.89,Basic,42,5
C2264,29,Male,Pune,Bachelor's,<25k,3665.66,Gold,42,1
C2265,39,Female,Hyderabad,Bachelor's,25k-50k,7572.11,Gold,23,3
C2266,44,Female,Delhi,Master's,50k-100k,18796.35,Silver,30,3
C2267,28,Female,Chennai,Bachelor's,25k-50k,8364.31,Platinum,42,2
C2268,26,Female,Pune,Bachelor's,100k-200k,25750.13,Basic,5,3
C2269,38,Male,Kolkata,Bachelor's,50k-100k,23398.07,Basic,18,2
C2270,37,Male,Pune,Master's,50k-100k,16162.61,Gold,54,4
C2271,27,Male,Delhi,Bachelor's,25k-50k,10834.08,Silver,1,1
C2272,42,Female,Delhi,Bachelor's,50k-100k,16509.33,Silver,53,3
C2273,18,Female,Delhi,High School,<25k,2820.91,Gold,35,1
C2274,30,Female,Ahmedabad,High School,50k-100k,21175.67,Platinum,57,8
C2275,18,Male,Delhi,Master's,50k-100k,6144.9,Silver,41,1
C2276,41,Male,Chennai,High School,100k-200k,40750.89,Basic,23,7
C2277,39,Male,Bangalore,Bachelor's,50k-100k,21336.75,Platinum,38,7
C2278,52,Female,Bangalore,Bachelor's,100k-200k,28789.9,Silver,50,8
C2279,35,Female,Chennai,PhD,50k-100k,17173.27,Basic,42,2
C2280,35,Female,Ahmedabad,Master's,50k-100k,17338.55,Basic,9,3
C2281,28,Male,Hyderabad,Bachelor's,25k-50k,4642.3,Silver,44,1
C2282,38,Female,Pune,PhD,25k-50k,6722.47,Gold,28,1
C2283,22,Female,Pune,Master's,50k-100k,18832.28,Basic,31,4
C2284,39,Male,Mumbai,Bachelor's,50k-100k,16481.3,Silver,26,3
C2285,28,Female,Ahmedabad,Master's,100k-200k,32527.68,Gold,48,6
C2286,39,Male,Ahmedabad,Master's,100k-200k,49787.27,Silver,58,11
C2287,47,Male,Delhi,Bachelor's,100k-200k,50605.62,Gold,12,9
C2288,35,Female,Bangalore,Bachelor's,25k-50k,5727.36,Basic,47,1
C2289,28,Female,Chennai,Bachelor's,50k-100k,15425.73,Gold,21,8
C2290,23,Female,Hyderabad,Bachelor's,50k-100k,26632.54,Platinum,3,8
C2291,43,Female,Delhi,Master's,100k-200k,22452.21,Platinum,32,9
C2292,23,Male,Bangalore,Bachelor's,50k-100k,11580.29,Gold,35,2
C2293,46,Female,Kolkata,Bachelor's,50k-100k,17391.69,Basic,3,5
C2294,18,Female,Mumbai,Master's,50k-100k,19004.33,Basic,3,2
C2295,44,Male,Delhi,Bachelor's,100k-200k,47523.0,Basic,35,15
C2296,32,Female,Ahmedabad,PhD,50k-100k,12666.09,Basic,25,2
C2297,21,Male,Bangalore,PhD,50k-100k,16507.4,Basic,6,5
C2298,45,Female,Kolkata,Bachelor's,50k-100k,22873.92,Silver,50,10
C2299,25,Female,Hyderabad,Bachelor's,<25k,3802.1,Basic,45,2
C2300,29,Male,Hyderabad,High School,25k-50k,6812.8,Basic,45,4
C2301,34,Male,Delhi,Master's,50k-100k,21654.1,Basic,48,3
C2302,27,Female,Chennai,Master's,100k-200k,36786.15,Basic,34,11
C2303,30,Male,Pune,Master's,50k-100k,23113.89,Basic,50,5
C2304,31,Male,Bangalore,Master's,50k-100k,25164.66,Basic,2,4
C2305,18,Female,Bangalore,Bachelor's,200k+,63253.12,Basic,54,10
C2306,22,Male,Bangalore,PhD,50k-100k,16521.16,Basic,31,5
C2307,26,Male,Chennai,Bachelor's,50k-100k,12098.91,Basic,38,3
C2308,24,Female,Bangalore,High School,<25k,3208.42,Basic,28,1
C2309,25,Male,Bangalore,Master's,50k-100k,10263.1,Basic,6,3
C2310,43,Male,Ahmedabad,Master's,100k-200k,36391.63,Basic,13,13
C2311,57,Female,Hyderabad,PhD,100k-200k,39089.24,Basic,38,11
C2312,25,Female,Hyderabad,Bachelor's,100k-200k,37425.54,Silver,17,11
C2313,28,Male,Bangalore,High School,<25k,2811.13,Gold,33,1
C2314,37,Female,Pune,Bachelor's,100k-200k,31554.01,Silver,20,4
C2315,28,Female,Bangalore,Master's,<25k,3301.94,Platinum,2,1
C2316,23,Female,Bangalore,High School,<25k,2942.37,Basic,25,1
C2317,45,Male,Mumbai,Master's,25k-50k,8625.85,Platinum,25,5
C2318,37,Female,Delhi,Master's,50k-100k,13100.91,Basic,41,4
C2319,29,Male,Ahmedabad,High School,25k-50k,11845.01,Gold,21,2
C2320,40,Male,Hyderabad,Bachelor's,100k-200k,26550.14,Platinum,7,6
C2321,18,Female,Pune,Bachelor's,100k-200k,21686.78,Silver,14,9
C2322,26,Male,Bangalore,Master's,<25k,3013.51,Silver,43,1
C2323,35,Male,Hyderabad,High School,50k-100k,8032.95,Basic,17,1
C2324,46,Female,Mumbai,Bachelor's,200k+,53012.47,Basic,9,11
C2325,32,Female,Pune,High School,50k-100k,22103.99,Silver,17,8
C2326,48,Male,Kolkata,Master's,100k-200k,40277.57,Basic,23,6
C2327,18,Female,Pune,PhD,100k-200k,29358.09,Gold,44,6
C2328,24,Male,Pune,Bachelor's,50k-100k,15435.69,Basic,24,7
C2329,38,Female,Ahmedabad,Bachelor's,50k-100k,25473.64,Gold,36,6
C2330,18,Female,Chennai,Master's,100k-200k,20110.14,Silver,39,1
C2331,21,Male,Kolkata,Bachelor's,100k-200k,23138.3,Silver,37,2
C2332,33,Female,Bangalore,Bachelor's,50k-100k,21588.24,Silver,52,4
C2333,27,Other,Ahmedabad,Master's,200k+,41085.24,Gold,57,10
C2334,26,Male,Mumbai,High School,50k-100k,13547.56,Platinum,32,6
C2335,39,Female,Delhi,Bachelor's,100k-200k,6471.81,Basic,38,3
C2336,18,Male,Chennai,Bachelor's,25k-50k,8027.87,Platinum,1,3
C2337,26,Female,Delhi,Bachelor's,<25k,2200.09,Silver,40,1
C2338,37,Male,Kolkata,High School,100k-200k,32905.62,Silver,13,5
C2339,27,Male,Ahmedabad,Bachelor's,50k-100k,22301.72,Platinum,18,6
C2340,21,Female,Kolkata,Bachelor's,25k-50k,8137.11,Silver,2,1
C2341,46,Male,Kolkata,Bachelor's,50k-100k,17569.36,Silver,44,3
C2342,41,Female,Chennai,High School,200k+,79791.47,Platinum,31,22
C2343,20,Male,Mumbai,Master's,50k-100k,6611.45,Basic,30,3
C2344,32,Male,Ahmedabad,Bachelor's,50k-100k,19002.96,Silver,14,7
C2345,31,Male,Delhi,Bachelor's,50k-100k,18946.77,Basic,52,3
C2346,23,Male,Ahmedabad,Bachelor's,25k-50k,14148.21,Gold,18,5
C2347,59,Female,Bangalore,High School,25k-50k,6990.11,Basic,21,3
C2348,29,Male,Delhi,Bachelor's,100k-200k,40801.37,Silver,50,13
C2349,24,Female,Delhi,PhD,50k-100k,18131.18,Basic,20,6
C2350,46,Female,Bangalore,Bachelor's,100k-200k,40243.97,Basic,20,7
C2351,25,Female,Mumbai,Bachelor's,100k-200k,45929.52,Basic,49,18
C2352,41,Female,Pune,Master's,50k-100k,11261.35,Gold,21,4
C2353,28,Male,Ahmedabad,Bachelor's,100k-200k,34401.77,Basic,27,8
C2354,26,Male,Ahmedabad,Bachelor's,100k-200k,47954.63,Gold,32,17
C2355,18,Female,Mumbai,High School,50k-100k,15665.36,Silver,8,5
C2356,29,Female,Bangalore,PhD,100k-200k,25986.59,Platinum,25,10
C2357,28,Female,Pune,Bachelor's,25k-50k,9916.36,Gold,18,4
C2358,29,Female,Pune,Bachelor's,100k-200k,25432.13,Basic,18,9
C2359,27,Female,Delhi,Master's,25k-50k,9019.68,Silver,5,3
C2360,42,Female,Bangalore,Master's,50k-100k,24314.6,Basic,11,5
C2361,56,Female,Ahmedabad,PhD,50k-100k,24098.51,Silver,9,5
C2362,36,Male,Mumbai,Master's,100k-200k,38691.94,Basic,11,11
C2363,40,Male,Mumbai,Master's,200k+,58403.53,Gold,19,12
C2364,42,Male,Ahmedabad,High School,50k-100k,13750.56,Basic,3,5
C2365,43,Male,Hyderabad,Bachelor's,50k-100k,13974.99,Basic,55,6
C2366,34,Male,Hyderabad,Bachelor's,200k+,70498.76,Silver,27,11
C2367,35,Female,Bangalore,Bachelor's,50k-100k,22432.64,Silver,29,9
C2368,49,Male,Kolkata,Bachelor's,50k-100k,15062.47,Basic,43,4
C2369,41,Female,Bangalore,Bachelor's,100k-200k,28852.45,Basic,5,8
C2370,21,Female,Bangalore,Master's,25k-50k,6934.44,Silver,36,1
C2371,55,Female,Hyderabad,Master's,200k+,54220.93,Silver,40,19
C2372,33,Female,Hyderabad,Bachelor's,<25k,3949.66,Gold,51,2
C2373,36,Female,Chennai,High School,25k-50k,10289.59,Basic,30,6
C2374,37,Male,Pune,High School,<25k,1482.4,Silver,34,1
C2375,47,Male,Ahmedabad,High School,50k-100k,18898.92,Basic,30,5
C2376,42,Female,Bangalore,Master's,50k-100k,13927.0,Gold,35,4
C2377,34,Male,Chennai,High School,25k-50k,6983.54,Silver,5,2
C2378,26,Male,Pune,Bachelor's,25k-50k,7622.24,Basic,44,2
C2379,38,Male,Chennai,Master's,25k-50k,8692.02,Basic,29,3
C2380,37,Male,Chennai,Bachelor's,25k-50k,9327.02,Silver,40,1
C2381,18,Female,Mumbai,Bachelor's,25k-50k,4200.3,Platinum,30,1
C2382,34,Male,Delhi,Bachelor's,<25k,1815.87,Silver,25,1
C2383,21,Male,Delhi,Master's,50k-100k,21877.19,Gold,33,6
C2384,31,Female,Bangalore,Bachelor's,25k-50k,8611.11,Gold,21,2
C2385,37,Male,Mumbai,Bachelor's,25k-50k,6404.5,Basic,56,1
C2386,18,Female,Pune,Bachelor's,50k-100k,17069.15,Silver,21,10
C2387,30,Female,Kolkata,PhD,50k-100k,17800.39,Basic,39,6
C2388,21,Male,Pune,Bachelor's,<25k,2791.62,Platinum,30,1
C2389,43,Female,Ahmedabad,Master's,100k-200k,16170.61,Silver,11,4
C2390,29,Male,Bangalore,PhD,50k-100k,12572.35,Platinum,12,3
C2391,18,Male,Pune,Master's,50k-100k,9547.59,Gold,33,1
C2392,39,Female,Hyderabad,Bachelor's,<25k,1452.09,Gold,30,1
C2393,42,Male,Hyderabad,Bachelor's,100k-200k,27164.3,Basic,12,13
C2394,25,Male,Mumbai,High School,100k-200k,29639.23,Basic,37,5
C2395,39,Female,Pune,Master's,50k-100k,18594.24,Basic,40,3
C2396,48,Male,Mumbai,Master's,100k-200k,45907.71,Basic,54,17
C2397,43,Female,Kolkata,Bachelor's,50k-100k,13877.94,Gold,32,4
C2398,36,Other,Ahmedabad,PhD,<25k,1527.79,Silver,9,1
C2399,33,Female,Kolkata,Bachelor's,<25k,2447.08,Silver,55,2
C2400,31,Female,Pune,High School,100k-200k,42860.4,Basic,23,11
C2401,25,Male,Mumbai,High School,50k-100k,21357.82,Gold,55,13
C2402,48,Female,Delhi,Bachelor's,50k-100k,17261.14,Silver,43,5
C2403,36,Female,Hyderabad,Bachelor's,50k-100k,19360.5,Gold,20,7
C2404,29,Male,Hyderabad,Bachelor's,<25k,2925.14,Silver,20,1
C2405,48,Female,Delhi,Bachelor's,50k-100k,23703.35,Silver,42,4
C2406,38,Female,Mumbai,High School,25k-50k,7958.56,Gold,21,2
C2407,43,Female,Chennai,PhD,25k-50k,4114.54,Silver,47,2
C2408,43,Male,Hyderabad,PhD,50k-100k,13266.92,Silver,5,4
C2409,28,Male,Ahmedabad,Bachelor's,100k-200k,32405.84,Silver,59,9
C2410,49,Male,Bangalore,Bachelor's,25k-50k,12162.98,Silver,35,2
C2411,35,Male,Mumbai,Bachelor's,50k-100k,22637.77,Platinum,4,7
C2412,32,Male,Pune,Bachelor's,50k-100k,15595.1,Basic,43,5
C2413,22,Female,Ahmedabad,Bachelor's,50k-100k,17477.04,Basic,54,7
C2414,43,Female,Chennai,Master's,100k-200k,44012.26,Basic,22,10
C2415,51,Male,Kolkata,Bachelor's,50k-100k,16066.91,Silver,50,1
C2416,18,Male,Mumbai,Bachelor's,25k-50k,10132.62,Basic,25,4
C2417,41,Male,Mumbai,Master's,50k-100k,9852.4,Gold,18,1
C2418,37,Male,Bangalore,Master's,200k+,64210.62,Platinum,4,20
C2419,41,Female,Mumbai,Master's,50k-100k,20226.42,Basic,42,4
C2420,48,Male,Mumbai,Bachelor's,200k+,56957.36,Basic,30,10
C2421,40,Female,Mumbai,Master's,100k-200k,55037.57,Basic,9,13
C2422,38,Male,Kolkata,High School,25k-50k,1653.26,Gold,24,1
C2423,51,Female,Kolkata,Bachelor's,100k-200k,39692.41,Platinum,42,10
C2424,26,Male,Bangalore,Bachelor's,<25k,4150.57,Silver,41,1
C2425,48,Male,Mumbai,Bachelor's,25k-50k,5545.65,Silver,16,2
C2426,31,Female,Bangalore,Bachelor's,50k-100k,7337.52,Gold,59,5
C2427,24,Male,Chennai,Master's,100k-200k,18386.67,Basic,51,2
C2428,18,Female,Hyderabad,High School,50k-100k,18405.09,Gold,10,2
C2429,30,Male,Mumbai,Master's,25k-50k,7970.58,Basic,9,4
C2430,51,Female,Chennai,Bachelor's,50k-100k,19960.81,Silver,54,7
C2431,34,Female,Chennai,High School,25k-50k,7582.05,Basic,7,1
C2432,23,Other,Pune,PhD,50k-100k,21781.58,Silver,10,5
C2433,37,Female,Hyderabad,Bachelor's,50k-100k,26495.93,Basic,23,3
C2434,49,Female,Ahmedabad,Bachelor's,100k-200k,34867.14,Gold,22,8
C2435,23,Male,Hyderabad,Bachelor's,100k-200k,22679.85,Platinum,38,6
